174 495 256 188
0 0 256 188
167 462 255 185
202 438 236 182
197 344 281 233
166 347 226 160
0 0 226 160
191 363 230 187
0 0 230 187
159 120 240 214
155 117 265 238
196 441 288 224
125 114 284 242
178 369 301 239
244 1126 273 203
183 328 288 234
148 399 251 198
271 522 251 202
170 616 280 207
636 509 251 219
324 414 253 215
199 436 273 210
133 410 272 195
134 108 234 218
0 0 234 218
140 114 279 267
125 113 258 244
0 0 258 244
220 402 255 202
281 660 281 233
114 151 302 187
125 177 260 206
0 0 260 206
363 421 278 241
299 631 225 172
0 0 225 172
230 378 302 252
198 616 266 199
145 394 243 173
203 520 213 161
156 366 245 185
165 145 284 243
173 184 251 218
126 116 258 214
236 396 273 216
127 106 303 306
183 414 291 228
0 0 291 228
245 337 285 235
131 167 235 181
279 408 216 163
134 149 293 250
114 122 258 214
0 0 258 214
167 179 236 194
172 527 218 149
0 0 218 149
131 178 238 168
114 102 266 268
0 0 266 268
298 258 281 237
248 376 240 190
359 409 246 198
230 413 214 168
234 621 280 226
119 253 241 168
111 235 236 153
211 534 274 224
467 115 232 254
281 383 237 193
159 171 259 211
0 0 259 211
117 123 232 180
129 141 291 246
234 454 232 180
0 0 232 180
239 793 272 217
228 389 272 218
160 732 274 218
0 0 274 218
125 110 285 274
209 464 221 153
424 476 242 200
202 436 269 205
0 0 269 205
301 394 286 239
207 398 272 217
191 756 268 191
319 205 273 249
188 279 289 245
126 137 258 214
238 538 224 179
105 111 263 201
148 172 299 259
249 353 282 238
106 913 265 186
169 108 251 271
114 122 226 174
124 178 230 171
227 445 267 217
212 569 218 168
209 504 294 233
104 117 296 247
110 134 278 225
306 411 234 184
347 383 256 211
203 384 269 213
241 519 218 167
261 627 253 204
223 383 239 186
130 150 265 193
270 453 304 255
213 367 257 208
0 0 257 208
243 418 218 170
258 957 259 193
136 252 260 196
210 565 217 159
247 425 297 250
0 0 297 250
107 195 226 145
225 396 296 245
225 110 265 272
191 440 284 223
257 619 250 198
0 0 250 198
113 205 294 208
118 434 239 149
0 0 239 149
251 377 220 170
337 684 263 213
114 128 297 231
0 0 297 231
111 110 229 194
194 402 292 237
224 538 266 212
194 397 257 203
0 0 257 203
230 338 235 186
166 402 298 238
206 374 301 248
201 381 275 224
153 106 296 321
120 143 251 199
188 847 251 185
108 122 218 137
132 165 228 182
194 399 223 173
168 413 291 230
265 402 262 216
146 113 222 220
487 604 243 206
422 288 263 234
112 114 217 166
177 377 270 222
200 282 251 195
109 211 264 165
124 107 227 222
251 373 220 175
214 445 283 223
0 0 283 223
308 398 304 261
187 580 242 176
141 142 222 189
142 160 269 230
159 192 225 182
0 0 225 182
152 114 258 225
119 466 251 159
244 414 274 223
198 376 223 172
223 396 267 222
155 598 254 179
240 463 304 260
209 480 258 208
249 414 235 183
234 130 304 290
248 425 246 203
0 0 246 203
214 350 242 198
123 233 300 241
0 0 300 241
165 433 290 224
183 441 272 218
177 147 277 241
110 110 248 201
246 467 243 190
0 0 243 190
173 565 292 219
189 207 303 263
0 0 303 263
224 378 289 230
177 368 218 159
475 645 280 233
0 0 280 233
111 107 266 269
374 935 296 248
156 369 272 214
309 474 292 238
0 0 292 238
0 0 292 238
254 230 216 191
231 375 229 170
203 382 294 240
122 565 286 220
200 480 230 167
0 0 230 167
174 570 292 221
286 499 255 208
162 462 243 178
217 486 269 212
0 0 269 212
114 158 222 155
199 408 286 224
114 172 293 208
187 477 218 154
0 0 218 154
141 296 297 235
219 521 270 208
124 108 233 216
123 114 234 219
187 408 230 178
0 0 230 178
211 1126 244 180
219 128 286 256
268 329 235 194
232 363 247 196
124 129 244 206
156 358 279 210
247 601 298 240
440 179 227 203
153 158 221 183
216 138 228 196
314 457 264 219
170 490 300 233
0 0 300 233
245 359 237 195
120 153 271 202
168 113 221 212
122 506 245 170
110 168 277 188
160 449 248 177
215 368 274 227
201 480 281 229
265 409 290 236
308 460 266 224
0 0 266 224
185 411 223 166
0 0 223 166
220 389 225 166
585 766 239 191
0 0 239 191
172 439 272 199
113 129 276 210
181 422 262 197
0 0 262 197
172 417 244 185
126 127 217 186
128 315 271 201
205 455 265 205
182 487 269 213
225 345 239 187
116 114 259 223
349 362 267 231
192 357 303 237
0 0 303 237
126 256 281 200
285 791 236 184
122 576 293 203
114 664 268 168
117 125 245 164
0 0 245 164
0 0 245 164
159 400 289 213
398 410 286 247
267 544 273 214
219 661 225 160
125 114 293 273
193 460 251 185
128 213 227 173
0 0 227 173
291 593 277 224
205 932 244 191
111 123 248 201
0 0 248 201
154 398 292 220
230 567 295 236
160 461 295 233
119 451 280 125
219 411 226 169
761 313 303 279
131 119 224 178
141 167 237 183
255 399 223 166
291 412 302 249
217 449 224 166
0 0 224 166
131 120 259 229
112 116 233 189
121 553 248 151
185 431 233 181
261 421 255 204
247 387 248 197
109 156 218 105
110 111 243 194
0 0 243 194
120 160 232 165
123 107 286 273
179 564 227 164
166 462 242 174
357 481 298 266
114 145 266 168
433 508 249 211
190 495 216 158
173 938 276 205
182 395 292 230
392 309 301 269
328 274 284 242
126 124 221 177
161 360 238 176
211 343 303 251
117 150 225 165
137 214 269 209
194 141 277 240
128 108 214 188
218 450 273 219
167 440 212 138
178 432 260 188
166 349 296 240
0 0 296 240
140 127 221 176
203 131 249 310
0 0 249 310
123 129 293 255
117 198 288 196
185 379 223 166
171 760 299 223
211 323 277 230
139 105 262 326
197 531 246 195
243 476 256 201
256 450 299 247
275 463 257 200
197 509 273 218
228 384 294 235
145 108 239 259
300 109 227 298
258 360 278 233
471 142 221 211
217 365 256 204
197 444 273 222
227 771 273 216
230 537 299 240
207 494 254 193
193 458 213 160
116 644 298 181
0 0 298 181
112 107 299 258
144 764 230 159
183 368 282 228
227 337 241 198
192 384 235 174
121 109 302 233
118 171 239 160
309 357 214 176
129 111 241 227
331 571 215 181
455 547 255 212
214 411 253 192
190 614 252 190
188 357 268 215
217 373 298 240
212 487 280 232
191 435 258 201
348 455 225 183
112 106 294 252
176 360 260 198
0 0 260 198
0 0 260 198
148 104 217 243
105 151 271 193
0 0 271 193
257 582 248 197
278 524 283 232
119 155 223 180
217 371 299 238
176 133 261 237
123 201 239 166
156 531 289 228
205 379 222 167
257 425 247 200
180 820 291 217
587 519 246 213
118 129 256 204
196 1127 281 214
307 421 231 184
187 353 228 168
111 108 237 216
120 109 241 223
187 610 227 157
202 347 291 239
235 409 228 186
346 536 299 240
137 354 298 228
250 432 295 242
139 174 254 165
238 684 254 191
188 181 265 230
176 103 218 234
264 376 277 229
0 0 277 229
145 114 271 255
0 0 271 255
224 546 270 213
173 368 249 187
225 423 250 193
168 111 222 218
194 453 217 170
218 404 236 187
0 0 236 187
184 377 213 157
135 111 218 204
0 0 218 204
383 641 255 208
113 121 257 193
150 115 241 245
0 0 241 245
195 389 231 170
139 109 272 268
159 333 250 183
0 0 250 183
162 370 254 194
183 423 222 147
223 434 227 174
141 222 244 186
154 398 288 221
379 391 276 239
199 356 283 206
216 422 289 238
265 129 282 282
0 0 282 282
239 399 281 234
125 115 284 251
269 408 269 225
142 259 246 190
0 0 246 190
0 0 246 190
162 187 223 178
303 620 228 176
209 571 233 172
153 331 238 163
237 357 237 193
141 327 263 199
502 451 293 265
305 281 222 189
138 127 301 275
0 0 301 275
192 488 221 175
206 617 268 198
205 391 221 175
177 362 230 176
323 350 301 253
0 0 301 253
0 0 301 253
116 168 254 191
268 884 235 177
