236 345 298 239
0 0 298 239
205 505 250 177
144 173 268 188
115 137 272 193
248 519 225 160
192 405 212 141
166 119 234 201
593 458 253 201
0 0 253 201
0 0 253 201
178 435 258 191
140 117 264 215
227 505 215 139
161 365 303 231
245 566 220 154
180 464 216 138
0 0 216 138
290 474 249 189
270 689 217 143
405 427 229 179
120 116 250 174
0 0 250 174
178 456 220 134
238 429 294 231
374 124 224 163
123 108 251 244
0 0 251 244
219 495 259 190
301 584 252 189
204 425 276 204
317 666 261 201
278 205 235 185
209 104 246 185
263 841 249 181
154 108 298 296
167 446 273 191
308 432 267 204
130 121 284 227
154 154 264 220
268 698 298 233
0 0 298 233
127 116 286 240
118 118 278 154
150 201 259 187
0 0 259 187
0 0 259 187
253 490 237 170
287 425 297 237
114 194 275 128
169 444 293 198
132 623 276 177
153 439 285 190
180 410 247 174
0 0 247 174
236 553 290 223
282 728 276 209
0 0 276 209
0 0 276 209
185 412 287 223
0 0 287 223
205 564 295 210
123 150 293 209
0 0 293 209
244 500 238 166
199 689 291 214
148 78 281 216
88 88 215 161
422 583 276 206
111 105 273 225
183 399 280 203
102 106 296 235
115 81 262 355
0 0 262 355
326 730 302 238
112 644 224 124
226 442 240 176
184 426 228 158
175 611 264 182
188 423 291 225
496 448 288 245
161 416 282 208
123 138 247 157
100 99 272 229
143 139 225 179
171 376 285 209
184 427 262 187
121 114 303 257
141 617 290 202
260 444 233 169
167 787 216 141
141 760 274 173
127 108 220 185
180 392 247 169
103 99 293 198
358 866 228 165
107 209 302 207
158 418 280 199
144 210 256 177
0 0 256 177
213 529 288 221
200 487 238 168
107 276 258 159
157 439 240 166
176 1107 272 195
277 743 268 193
100 90 229 143
153 319 270 200
99 123 224 121
0 0 224 121
275 101 225 228
0 0 225 228
0 0 225 228
215 941 232 160
104 226 301 209
183 507 296 219
149 150 224 142
0 0 224 142
96 181 229 114
152 485 216 132
0 0 216 132
171 691 267 189
184 367 242 178
460 368 217 174
131 96 252 338
111 133 297 217
205 440 235 174
323 809 282 208
0 0 282 208
111 149 248 160
176 340 227 159
0 0 227 159
351 610 290 231
98 143 286 156
0 0 286 156
260 606 286 229
106 190 253 159
162 386 249 185
199 472 270 195
130 151 216 185
190 199 213 143
200 300 256 200
99 112 266 175
105 97 235 194
260 1126 217 138
279 580 250 190
503 1051 270 207
249 99 262 253
204 403 292 218
291 588 218 151
176 407 285 208
316 485 224 162
226 483 271 196
187 895 280 201
198 556 260 196
239 937 213 140
394 514 243 187
145 95 243 271
160 367 239 167
137 501 225 138
216 468 229 167
115 97 267 263
351 365 270 213
106 107 295 209
169 282 247 178
160 588 252 163
292 387 249 190
193 367 242 166
274 654 290 223
152 515 285 196
170 521 267 184
267 468 256 192
237 105 295 279
277 630 292 224
270 502 213 148
198 433 298 221
96 127 264 139
367 439 284 231
289 487 231 165
209 530 217 144
302 601 217 157
0 0 217 157
184 993 237 151
168 127 265 224
201 519 247 175
0 0 247 175
0 0 247 175
106 99 296 244
117 151 218 161
121 135 255 175
356 352 303 255
0 0 303 255
151 616 292 207
310 424 295 236
178 432 266 196
160 126 288 252
241 462 268 203
109 392 217 127
241 762 267 193
0 0 267 193
110 129 213 143
103 200 223 125
192 662 290 217
122 97 282 268
203 756 265 186
182 444 298 232
106 129 302 215
355 304 232 171
179 695 272 190
342 489 249 190
123 170 295 224
128 101 234 198
0 0 234 198
318 619 298 237
144 457 230 142
115 308 289 211
0 0 289 211
160 415 239 162
0 0 239 162
131 140 234 178
222 453 264 194
148 596 231 143
97 110 242 170
198 474 224 153
166 641 246 164
284 405 289 228
0 0 289 228
103 121 263 178
169 505 212 138
120 103 216 181
243 412 239 177
0 0 239 177
189 618 231 156
124 172 234 158
116 458 284 198
112 103 234 164
186 584 266 186
288 90 272 240
179 577 264 187
219 547 276 206
116 213 298 196
208 588 274 202
0 0 274 202
144 373 279 202
172 494 288 207
180 502 252 186
251 660 227 160
104 182 229 134
0 0 229 134
98 255 280 153
249 345 249 190
165 121 229 181
163 611 244 172
341 902 288 219
143 239 245 177
182 102 292 210
168 591 262 182
166 478 214 129
238 412 217 154
822 365 231 187
102 110 244 177
0 0 244 177
214 513 272 194
287 625 252 191
353 598 226 162
135 141 266 208
212 381 245 179
0 0 245 179
185 223 287 241
157 754 292 201
130 99 289 294
218 409 253 189
101 523 297 228
140 581 247 169
162 126 297 250
109 777 280 150
179 97 251 201
106 192 270 151
388 632 225 161
200 392 287 226
123 154 221 150
166 105 274 278
372 455 259 211
0 0 259 211
131 130 217 167
122 178 222 152
297 432 290 229
186 546 282 203
182 395 277 207
238 477 220 158
0 0 220 158
138 146 296 253
227 506 215 144
445 432 225 166
174 478 267 198
111 102 288 235
176 102 298 338
131 107 219 203
521 545 221 173
0 0 221 173
203 444 269 194
251 406 235 164
191 375 300 233
265 173 302 258
329 575 233 177
251 276 286 214
145 184 257 185
181 538 246 174
162 438 280 209
227 547 248 173
108 544 240 136
181 104 241 236
127 104 232 202
0 0 232 202
292 978 255 188
114 160 215 108
150 100 215 272
235 358 236 178
209 437 214 138
145 443 291 216
111 162 226 125
139 177 271 201
237 937 297 214
115 197 289 182
269 753 269 200
0 0 269 200
129 101 238 260
198 394 213 141
231 371 295 234
113 692 300 197
0 0 300 197
213 818 240 154
180 551 257 172
223 503 299 216
196 367 289 228
121 250 282 204
144 707 233 146
0 0 233 146
302 100 216 258
278 144 230 199
213 403 300 238
329 366 270 213
186 432 214 139
203 429 262 186
104 103 265 213
274 98 261 211
262 501 216 158
0 0 216 158
230 104 303 345
0 0 303 345
177 394 263 190
252 218 257 200
281 447 292 227
114 184 287 180
117 101 248 162
190 464 217 148
188 426 281 217
218 457 302 229
0 0 302 229
123 197 241 161
169 651 265 190
153 414 303 211
214 558 217 135
354 431 257 202
123 140 238 161
0 0 238 161
279 540 226 166
198 572 249 172
155 522 299 225
0 0 299 225
204 526 298 222
157 137 251 196
174 438 244 168
188 242 289 222
245 404 248 187
137 134 256 208
115 144 271 183
241 104 286 231
341 408 224 169
0 0 224 169
0 0 224 169
0 0 224 169
128 137 217 171
112 103 253 186
139 114 254 222
359 483 275 218
254 372 267 212
580 180 238 199
169 463 301 218
178 426 267 194
263 399 240 173
182 470 247 172
107 112 272 203
257 746 246 168
229 634 273 204
242 430 297 248
0 0 297 248
104 113 286 240
198 451 290 216
106 167 229 133
216 499 267 187
150 107 258 308
0 0 258 308
211 642 247 175
245 373 228 167
147 306 275 204
124 419 220 137
218 883 285 209
106 115 303 244
112 816 232 115
291 492 227 160
173 432 254 174
154 113 293 298
0 0 293 298
164 455 238 154
258 403 239 175
318 427 288 227
174 416 215 144
268 615 234 171
107 154 233 104
301 571 292 227
0 0 292 227
190 390 263 187
156 151 224 164
171 105 277 206
139 124 250 193
0 0 250 193
276 427 291 227
233 611 222 151
119 211 278 203
120 185 223 137
211 429 303 231
355 1126 222 158
143 114 280 249
0 0 280 249
0 0 280 249
325 826 253 182
261 774 232 169
117 430 226 46
249 532 285 218
139 163 255 209
162 366 238 168
199 480 218 154
110 151 295 206
233 380 300 227
120 154 294 210
177 538 239 171
290 126 263 239
0 0 263 239
135 117 278 238
207 377 246 187
0 0 246 187
186 640 230 154
115 119 231 176
0 0 231 176
304 170 217 177
112 145 218 140
117 156 255 157
211 574 229 158
0 0 229 158
241 923 235 159
130 135 301 226
0 0 301 226
166 381 216 139
193 400 234 158
172 436 229 157
185 104 280 216
0 0 280 216
291 622 233 170
304 208 214 173
134 136 286 250
314 701 250 185
190 704 304 231
240 779 285 203
113 147 239 144
0 0 239 144
235 508 280 215
266 631 233 159
0 0 233 159
307 1088 256 191
585 381 223 174
168 112 288 270
347 467 255 204
116 127 270 208
166 560 237 167
202 384 253 187
0 0 253 187
297 357 232 175
145 588 301 198
218 535 219 148
0 0 219 148
153 121 264 242
0 0 264 242
182 357 259 176
173 419 232 157
188 376 214 145
201 426 267 192
168 491 269 197
137 164 237 175
133 133 283 225
0 0 283 225
132 112 269 236
106 585 267 218
166 400 219 142
349 445 241 191
177 458 239 167
261 469 215 158
133 105 277 306
214 428 260 195
179 540 217 137
220 372 277 215
0 0 277 215
277 589 255 193
198 412 225 156
248 712 245 175
146 153 255 189
186 461 246 160
348 153 263 229
115 637 257 123
0 0 257 123
216 552 288 218
193 767 272 183
236 447 224 167
281 658 249 191
170 369 269 196
121 163 240 172
236 563 224 161
105 254 276 168
163 370 280 205
241 489 223 155
216 539 299 223
108 107 280 250
142 117 227 202
121 129 283 213
538 367 223 176
106 106 251 266
250 556 299 235
268 505 236 173
0 0 236 173
115 414 262 138
0 0 262 138
139 100 248 175
275 390 291 236
151 140 238 173
0 0 238 173
149 453 268 179
126 115 255 250
200 318 277 199
0 0 277 199
158 1065 259 180
259 368 230 165
247 423 240 172
288 391 266 207
118 117 262 188
0 0 262 188
214 365 259 188
0 0 259 188
0 0 259 188
0 0 259 188
188 532 292 210
152 176 275 214
111 165 293 204
145 109 273 262
282 424 268 203
171 389 247 172
0 0 247 172
0 0 247 172
173 358 277 201
252 547 270 195
237 364 301 240
207 105 249 267
248 399 286 218
191 532 292 214
116 223 264 185
198 468 226 159
202 506 290 220
236 552 279 208
162 116 216 187
494 116 281 223
220 406 297 241
215 352 272 208
0 0 272 208
169 178 241 194
634 413 256 212
117 108 287 275
238 440 240 173
0 0 240 173
337 863 287 221
211 497 221 159
0 0 221 159
0 0 221 159
0 0 221 159
111 107 300 228
145 153 229 195
111 1050 215 78
206 111 265 269
177 432 242 165
165 441 249 159
115 110 238 138
135 110 267 183
178 114 217 188
146 164 238 176
118 173 283 195
168 412 275 191
114 159 294 165
223 401 282 214
0 0 282 214
158 362 240 172
155 113 292 283
108 126 228 155
0 0 228 155
287 457 277 216
128 173 222 154
114 197 214 111
0 0 214 111
185 548 231 161
314 547 228 165
